Geneid	control1	control2	control3	control4	necrosis1	necrosis2	necrosis3	necrosis4
FGSG_12446	0	0	1	1	0	0	0	0
FGSG_03378	139	139	76	73	6	6	1831	1783
FGSG_03377	0	0	1	1	0	0	0	0
FGSG_03376	24	24	2	2	0	0	1	1
FGSG_20607	0	0	0	0	0	0	0	0
FGSG_03375	92	93	5	5	0	0	6	7
FGSG_12447	309	307	22	20	0	0	0	0
FGSG_12448	61	61	3	3	0	0	0	0
FGSG_03373	0	0	0	0	0	0	2	2
FGSG_12449	0	0	0	0	0	0	0	0
FGSG_03372	94	93	8	9	0	0	5	5
FGSG_03371	9419	9274	1214	1187	10	10	100	101
FGSG_03370	115	116	61	62	1	1	7	7
FGSG_12450	2	2	7	9	0	0	0	2
FGSG_12451	7	7	26	20	0	0	6	6
FGSG_03369	425	422	84	85	0	0	7	6
FGSG_20608	0	0	1	0	0	0	0	0
FGSG_03368	0	0	3	3	0	0	1	1
FGSG_03367	5	5	10	10	0	0	2	2
FGSG_03366	0	0	0	0	0	0	0	0
FGSG_03365	3	3	1	1	0	0	0	0
FGSG_03364	124	123	43	45	8	8	25	23
FGSG_03363	2	2	2	3	0	0	1	1
FGSG_03362	10	10	3	2	0	0	3	3
FGSG_03361	14	14	2	2	0	0	0	0
FGSG_03360	18	18	4	4	0	0	0	0
FGSG_03359	25	24	57	59	0	0	62	63
FGSG_20609	0	0	1	1	0	0	0	0
FGSG_03358	0	0	0	0	0	0	2	2
FGSG_03357	0	0	1	1	0	0	2	2
FGSG_03356	0	0	0	0	1	1	4	3
FGSG_03355	568	569	70	69	64	64	67	67
FGSG_03354	10	10	1	1	0	0	4	5
FGSG_03353	30	28	4	5	0	0	0	0
FGSG_03352	56	55	16	13	0	0	0	0
FGSG_03351	10	10	5	5	0	0	0	0
FGSG_03350	6	6	1	1	0	0	0	0
FGSG_12452	9	9	2	2	0	0	0	0
FGSG_03349	3231	3230	98	97	2	2	15	15
FGSG_03348	0	0	0	1	0	0	2	2
FGSG_03347	8848	8816	594	574	4	4	139	135
FGSG_03346	505	500	10	10	2	2	4	4
FGSG_03345	14	13	1	0	0	0	3	3
FGSG_03344	1633	1630	104	104	6	6	12	12
FGSG_03343	217	216	16	16	2	2	24	22
FGSG_03342	2	2	1	0	0	0	2	2
FGSG_03341	367	366	15	15	6	6	6	6
FGSG_03340	3	3	2	2	0	0	5	5
FGSG_12453	0	0	0	0	2	2	0	0
FGSG_03339	5	5	1	1	7	7	0	0
FGSG_12454	0	0	1	1	0	0	0	0
FGSG_20028	0	0	0	0	0	0	0	0
FGSG_03338	16	16	0	0	1	1	4	4
FGSG_03337	139	139	13	13	0	0	2	2
FGSG_12455	4	4	0	0	0	0	0	0
FGSG_03336	1290	1285	82	77	5	5	61	58
FGSG_03335	6405	6414	322	320	10	10	117	116
FGSG_12456	550	551	172	167	36	35	198	194
FGSG_03334	0	0	0	0	0	0	1	1
FGSG_03333	104	99	11	11	0	0	8	8
FGSG_03332	398	404	24	28	0	0	2	2
FGSG_20610	0	0	0	0	0	0	0	0
FGSG_03331	2	2	1	1	0	0	0	0
FGSG_03330	46	45	6	6	2	2	0	0
FGSG_03329	336	332	61	59	1	1	2	2
FGSG_20611	0	0	3	3	0	0	0	0
FGSG_03328	25	25	5	5	4	4	1	1
FGSG_03327	136	135	13	14	0	0	3	3
FGSG_20029	0	0	0	0	0	0	1	1
FGSG_03326	401	395	39	43	3	3	3	3
FGSG_12457	13	15	2	2	2	2	0	0
FGSG_03325	187	183	6	6	3	3	4	4
FGSG_12458	11	11	3	3	0	0	1	1
FGSG_12459	2	2	1	1	0	0	0	0
FGSG_03323	5	5	0	0	0	0	1	1
FGSG_03322	21	21	3	3	0	0	0	0
FGSG_03321	395	389	50	51	1	1	8	7
FGSG_12460	221	223	13	15	0	0	2	2
FGSG_12461	71	69	11	11	13	13	37	36
FGSG_03319	50	50	40	45	0	0	11	12
FGSG_03318	31	31	1	1	0	0	2	2
FGSG_03317	14	14	0	0	1	1	5	5
FGSG_03316	23	23	2	3	0	0	0	0
FGSG_03315	9	9	2	2	0	0	2	2
FGSG_03314	31	31	4	4	0	0	0	0
FGSG_03313	107	104	6	4	4	4	3	3
FGSG_12462	15	23	3	2	4	4	1	1
FGSG_03312	3564	3548	478	467	57	57	463	462
FGSG_03311	321	320	85	76	3	3	30	29
FGSG_03310	6	6	2	2	0	0	0	0
FGSG_03309	16	16	1	1	0	0	0	0
FGSG_03308	0	0	0	0	0	0	0	0
FGSG_20612	0	0	0	0	0	0	0	0
FGSG_12463	2	3	0	0	0	0	0	0
FGSG_03307	105	105	15	15	0	0	18	18
FGSG_12464	0	0	0	0	0	0	0	0
FGSG_03306	115	114	8	8	0	0	1	1
FGSG_12465	0	0	0	0	1	1	0	0
FGSG_12466	2	2	0	0	1	1	0	0
FGSG_03305	6	6	2	2	1	1	1	1
FGSG_03304	38	38	3	3	0	0	2	2
FGSG_03303	955	948	87	82	3	3	9	9
FGSG_03302	0	0	0	0	0	0	0	0
FGSG_03301	12	11	3	3	0	0	0	0
FGSG_12467	6	7	2	2	0	0	0	0
FGSG_03300	3298	3291	261	256	119	119	24	24
FGSG_12468	40	40	8	8	1	1	1	1
FGSG_03299	89	89	9	10	0	0	6	6
FGSG_20613	0	0	0	0	0	0	0	0
FGSG_03298	0	0	0	0	0	0	1	2
FGSG_20614	0	0	0	0	0	0	0	0
FGSG_03297	0	0	0	0	0	0	1	1
FGSG_20030	0	0	0	0	0	0	0	0
FGSG_03296	35	35	17	15	0	0	25	24
FGSG_03295	1756	1760	223	217	155	156	141	144
FGSG_12469	47	47	4	6	26	26	10	8
FGSG_03294	190	190	14	13	3	3	39	39
FGSG_03293	28	28	2	2	0	0	2	2
FGSG_03292	267	267	25	26	0	0	1	1
FGSG_03291	12	12	1	1	0	0	1	1
FGSG_03290	59	59	8	8	0	0	0	1
FGSG_12470	9	9	1	1	0	0	3	3
FGSG_12471	237	236	30	24	8	8	3	3
FGSG_03288	15	15	2	2	5	5	4	5
FGSG_03287	0	0	0	0	0	0	2	2
FGSG_03286	483	481	46	46	0	0	15	15
FGSG_03285	12	12	12	12	0	0	5	5
FGSG_03284	38	38	3	1	3	3	4	5
FGSG_03283	21	19	18	20	27	27	5	9
FGSG_03282	44	42	14	12	33	31	44	46
FGSG_03281	12	12	40	39	10	10	195	198
FGSG_12472	49	48	8	8	1	1	60	60
FGSG_03279	6	6	7	9	0	0	14	13
FGSG_03278	1	1	2	3	0	0	15	15
FGSG_03277	322	328	36	35	6	6	6	5
FGSG_03276	18	18	6	6	0	0	4	4
FGSG_03275	4	4	0	0	0	0	3	3
FGSG_03274	0	0	3	3	0	0	3	3
FGSG_03273	223	227	16	19	5	5	15	15
FGSG_03272	27	27	3	3	10	10	55	55
FGSG_03271	162	162	16	18	7	7	8	8
FGSG_03270	40	42	27	27	8	8	12	14
FGSG_12473	0	0	1	1	0	0	0	0
FGSG_03269	86	86	14	15	8	8	34	32
FGSG_12474	1	1	2	1	0	0	3	3
FGSG_12475	0	0	0	0	0	0	1	1
FGSG_03267	135	135	7	7	1	1	1	1
FGSG_03266	7	7	5	5	0	0	3	3
FGSG_20615	0	0	0	0	0	0	0	0
FGSG_12476	0	0	0	0	0	0	0	0
FGSG_03265	3088	3083	226	234	7	7	10	12
FGSG_03264	0	0	0	1	0	0	1	1
FGSG_03263	92	98	21	21	0	0	0	0
FGSG_03262	36	34	7	6	2	2	1	0
FGSG_03261	92	92	19	19	35	35	2	2
FGSG_03260	250	249	32	30	1	1	3	3
FGSG_03259	498	501	119	115	10	10	21	20
FGSG_03258	160	163	31	29	0	0	0	0
FGSG_03257	661	664	129	135	0	0	2	2
FGSG_03256	127	129	22	20	0	0	0	0
FGSG_03255	0	0	3	4	0	0	0	0
FGSG_03254	0	0	0	0	0	0	0	0
FGSG_03253	0	0	0	0	0	0	0	0
FGSG_03252	219	221	162	168	0	0	14	14
FGSG_03251	25	25	2	2	0	0	3	3
FGSG_03250	0	1	1	1	0	0	1	2
FGSG_03249	9481	9453	1809	1779	243	243	678	665
FGSG_03248	2856	2834	668	661	25	27	165	169
FGSG_03247	3820	3807	664	655	11	11	257	254
FGSG_03246	389	390	127	136	2	2	20	21
FGSG_03245	5	5	7	7	0	0	3	3
FGSG_03244	9	9	1	1	0	0	5	5
FGSG_03243	13	13	3	3	0	0	0	0
FGSG_03242	1039	1043	123	129	10	10	12	14
FGSG_03241	0	0	1	1	0	0	3	3
FGSG_12477	0	0	0	0	0	0	0	0
FGSG_12478	0	0	1	1	0	0	0	0
FGSG_03239	0	0	1	1	0	0	2	2
FGSG_12479	2	2	0	0	0	0	0	0
FGSG_03238	24	24	9	9	4	4	10	10
FGSG_12480	0	0	2	2	0	0	1	1
FGSG_03237	36	36	1	1	1	1	4	4
FGSG_03236	5236	5285	417	418	45	45	26	23
FGSG_20616	2	0	4	4	0	0	0	0
FGSG_03235	105	104	9	10	0	0	3	2
FGSG_03234	365	298	35	35	2	2	6	3
FGSG_03233	47	47	3	3	1	1	1	1
FGSG_20617	0	0	0	0	0	0	0	0
FGSG_12481	11	11	1	1	0	0	9	8
FGSG_12482	28	27	6	5	1	1	3	4
FGSG_03231	93	92	8	7	0	0	4	5
FGSG_03230	2236	2218	247	239	83	87	27	26
FGSG_03229	39	39	14	13	0	0	0	0
FGSG_03228	0	0	0	0	0	0	0	0
FGSG_03227	0	0	0	0	0	0	1	2
FGSG_03226	149	152	9	10	3	3	0	0
FGSG_03225	2	2	1	1	0	0	0	0
FGSG_03224	3	3	1	1	0	0	0	0
FGSG_03223	2361	2347	263	258	52	52	48	45
FGSG_03222	0	0	1	1	0	0	1	1
FGSG_03221	2	2	0	0	0	0	0	0
FGSG_12483	208	203	42	35	0	0	11	10
FGSG_03220	403	405	33	35	0	0	4	5
FGSG_03219	472	471	37	37	10	10	2	3
FGSG_03218	170	169	4	4	5	5	0	0
FGSG_03217	1	1	1	1	0	0	0	0
FGSG_12484	0	0	0	0	0	0	0	0
FGSG_12485	0	0	1	1	0	0	0	0
FGSG_12486	0	0	0	0	0	0	0	0
FGSG_03215	437	440	46	41	9	9	4	3
FGSG_03214	289	287	29	28	2	2	6	6
FGSG_03213	0	0	0	0	0	0	0	0
FGSG_03212	34	34	6	5	1	1	10	10
FGSG_03211	10	10	8	9	26	26	65	61
FGSG_03210	0	0	0	0	0	0	2	2
FGSG_03209	1	1	0	0	0	0	0	0
FGSG_03208	6	6	1	1	0	0	1	1
FGSG_03207	25	25	7	7	0	0	0	0
FGSG_12487	1	1	0	0	0	0	2	2
FGSG_12488	19	23	1	1	0	0	4	4
FGSG_03205	7	7	0	0	0	0	0	0
FGSG_03204	0	0	0	0	0	0	1	1
FGSG_03203	0	0	0	0	2	2	0	0
FGSG_03202	8	8	1	1	2	2	2	2
FGSG_03201	54	54	6	6	1	1	3	3
FGSG_12489	12	12	0	0	0	0	1	1
FGSG_12490	34	34	4	4	0	0	4	4
FGSG_03199	109	116	8	9	0	0	1	1
FGSG_03198	5	5	2	1	0	0	0	0
FGSG_03197	0	0	0	0	0	0	0	0
FGSG_03196	0	0	0	0	1	1	0	0
FGSG_03195	0	0	0	0	0	0	0	0
FGSG_03194	1	0	1	1	0	0	3	3
FGSG_03193	0	0	0	0	0	0	0	0
FGSG_03192	3	1	0	0	0	0	2	2
FGSG_03191	78	78	23	23	4	4	18	18
FGSG_03190	3	4	4	5	0	0	0	0
FGSG_12491	0	0	0	0	0	0	2	1
FGSG_03189	11	11	0	0	2	2	84	84
FGSG_12492	0	0	2	2	0	0	1	1
FGSG_12493	0	0	0	0	0	0	1	1
FGSG_12494	0	0	0	0	0	0	0	0
FGSG_20618	0	0	0	0	0	0	0	0
FGSG_12495	321	321	41	44	0	0	5	5
FGSG_12496	47	47	8	8	0	0	0	0
FGSG_03186	5	5	1	1	15	15	0	0
FGSG_03185	192	194	25	27	150	150	7	8
FGSG_03184	1	1	0	0	0	0	10	10
FGSG_03183	0	0	0	0	0	0	0	0
FGSG_03182	1	1	1	1	7	7	3	3
FGSG_03181	224	229	18	19	280	284	10	12
FGSG_03180	1715	1708	239	239	1967	1946	121	123
FGSG_12497	11	11	1	1	43	43	16	15
FGSG_12498	1	1	2	2	3	3	7	7
FGSG_03178	0	0	0	0	3	3	7	7
FGSG_03177	0	0	17	15	0	0	1	1
FGSG_20619	0	0	0	0	0	0	0	0
FGSG_03176	41	42	10	10	1	1	0	0
FGSG_03175	2	2	2	2	0	0	0	0
FGSG_03174	3	3	0	0	0	0	3	3
FGSG_03173	56	56	2	2	0	0	3	3
FGSG_03172	283	282	47	45	0	0	0	0
FGSG_03171	162	160	5	4	2	2	15	15
FGSG_03170	181	178	14	14	5	5	3	3
FGSG_03169	665	669	55	56	87	90	43	43
FGSG_03168	134	134	22	23	4	4	9	10
FGSG_12499	1	1	0	0	0	0	3	3
FGSG_03167	0	0	1	1	0	0	0	0
FGSG_03166	77	78	2	2	1	0	0	0
FGSG_03165	27	27	4	4	0	0	0	0
FGSG_03164	0	0	0	0	0	0	1	1
FGSG_03163	1	1	0	0	1	1	1	1
FGSG_03162	46	46	4	4	21	19	29	27
FGSG_03161	93	93	11	12	13	13	5	5
FGSG_03160	21	21	0	0	0	0	1	1
FGSG_03159	174	177	13	14	5	5	3	3
FGSG_03158	27	28	9	9	0	0	6	6
FGSG_03157	61	61	2	3	0	0	1	1
FGSG_03156	0	0	0	0	1	1	0	0
FGSG_03155	24	24	5	4	2	2	0	0
FGSG_03154	547	549	26	25	9	9	1	0
FGSG_03153	151	146	525	538	5	5	3	2
FGSG_03152	0	0	1	1	0	0	0	0
FGSG_03151	0	0	0	0	0	0	1	1
FGSG_03150	2	2	7	7	0	0	10	10
FGSG_03149	3	3	0	0	0	0	2	2
FGSG_03148	18	18	4	4	0	0	48	48
FGSG_03147	6	6	2	2	0	0	3	4
FGSG_03146	0	0	0	0	0	0	0	0
FGSG_03145	4	4	2	2	0	0	5	6
FGSG_03144	258	259	23	21	2	2	52	57
FGSG_03143	0	0	0	0	0	0	0	0
FGSG_03142	0	0	0	0	0	0	1	1
FGSG_12500	0	0	0	0	0	0	0	0
FGSG_03141	139	140	18	20	0	0	3	3
FGSG_03140	250	247	15	15	1	1	5	5
FGSG_03139	109	109	8	7	0	0	1	1
FGSG_03138	15	15	0	0	0	0	0	0
FGSG_03137	0	0	0	0	0	0	0	0
FGSG_03136	7	7	0	0	0	0	0	0
FGSG_12501	0	0	0	0	0	0	0	0
FGSG_03135	41	39	2	2	2	2	0	0
FGSG_12502	3211	3145	213	205	415	410	228	222
FGSG_03133	0	0	2	2	0	0	0	0
FGSG_03132	211	208	35	35	0	0	2	0
FGSG_03131	0	0	0	0	0	0	0	0
FGSG_12503	0	0	0	0	0	0	0	0
FGSG_03130	0	0	0	0	0	0	0	0
FGSG_03129	0	0	0	0	0	0	0	0
FGSG_03128	2	2	0	0	0	0	3	3
FGSG_03127	11	11	0	0	2	2	0	0
FGSG_03126	289	288	21	19	15	15	8	8
FGSG_03125	670	673	78	81	36	35	18	18
FGSG_03124	96	95	14	15	2	2	5	5
FGSG_03123	146	146	8	8	0	0	10	9
FGSG_03122	1	1	1	1	0	0	2	2
FGSG_03121	17	17	2	2	25	24	36	36
FGSG_03120	1677	1673	462	457	839	835	392	393
FGSG_03119	66	66	3	3	8	8	2	2
FGSG_03118	0	0	1	1	1	1	0	0
FGSG_03117	1	1	1	1	0	0	0	1
FGSG_03116	15	15	0	0	0	0	1	1
FGSG_12504	0	0	0	0	0	0	0	0
FGSG_12505	1	1	1	1	0	0	0	0
FGSG_03114	17	17	6	5	0	0	0	0
FGSG_03113	0	0	0	0	0	0	0	0
FGSG_03112	0	0	0	0	0	0	0	0
FGSG_03111	1	1	0	0	0	0	0	0
FGSG_03110	12	14	3	6	0	0	0	0
FGSG_03109	1555	1577	49	58	41	41	12	16
FGSG_03108	0	0	0	0	0	0	0	0
FGSG_03107	0	0	0	0	0	0	0	0
FGSG_03106	8	8	1	1	0	0	1	1
FGSG_12506	26	26	0	0	3	3	5	5
FGSG_12507	1020	1021	82	76	2	2	7	7
FGSG_12508	105	105	12	12	3	3	1	1
FGSG_03104	23	23	5	5	0	0	7	7
FGSG_03103	92	92	5	5	0	0	1	1
FGSG_03102	46	47	12	11	0	0	0	1
FGSG_12509	1	1	0	0	0	0	0	0
FGSG_03101	1	1	0	0	0	0	1	1
FGSG_03100	28	28	1	1	0	0	6	6
FGSG_03099	33	33	2	2	0	0	2	2
FGSG_03098	10	10	1	1	0	0	0	0
FGSG_03097	2	2	0	0	0	0	1	1
FGSG_03096	0	0	0	0	0	0	0	0
FGSG_03095	0	0	0	0	0	0	0	0
FGSG_03094	0	0	0	0	0	0	1	1
FGSG_12510	1	1	0	0	0	0	0	0
FGSG_03092	0	0	0	0	0	0	0	0
FGSG_12511	0	0	0	0	0	0	0	0
FGSG_03091	0	0	0	0	0	0	0	0
FGSG_03090	18	18	1	1	0	0	1	0
FGSG_03089	0	0	3	3	0	0	0	0
FGSG_03088	0	0	0	0	0	0	1	1
FGSG_03087	2	2	1	1	0	0	2	2
FGSG_03086	78	78	6	6	0	0	3	3
FGSG_03085	32	34	6	4	0	0	0	0
FGSG_12512	0	0	1	1	1	1	0	0
FGSG_12513	230	227	39	39	9	9	3	3
FGSG_03083	1040	1039	153	153	5	5	14	15
FGSG_03082	71	68	7	8	4	4	3	3
FGSG_03081	149	149	37	36	6	6	6	7
FGSG_03080	32	31	3	2	1	4	1	1
FGSG_12514	0	0	0	0	0	0	0	0
FGSG_12515	0	0	0	0	0	0	0	0
FGSG_03079	44	44	9	9	0	0	66	65
FGSG_03078	22	22	2	2	0	0	27	26
FGSG_12516	84	81	7	5	0	0	52	55
FGSG_12517	1	1	0	1	0	0	8	9
FGSG_12518	1	1	0	0	0	0	11	11
FGSG_12519	9	9	0	0	1	1	4	4
FGSG_03075	1	1	1	1	0	0	0	0
FGSG_03074	0	0	0	0	0	0	0	1
FGSG_03073	5	5	5	5	0	0	4	4
FGSG_03072	66	64	11	10	0	0	3	3
FGSG_03071	25	25	2	2	3	3	1	1
FGSG_03070	0	0	0	0	0	0	0	0
FGSG_12520	0	0	0	0	0	0	0	0
FGSG_03069	31	31	9	9	0	0	3	3
FGSG_03068	125	125	13	13	0	0	2	2
FGSG_03067	1344	1342	149	148	3	3	1	1
FGSG_03066	3373	3332	393	367	10	13	11	10
FGSG_03065	10252	10236	1018	1017	42	40	15	16
FGSG_03064	5021	5273	583	606	3	3	3	3
FGSG_03063	2	2	2	2	0	0	0	0
FGSG_12521	0	0	1	1	0	0	1	0
FGSG_03062	3	3	1	2	0	0	4	4
FGSG_03061	836	832	65	62	26	26	102	101
FGSG_03060	4	4	1	1	0	0	2	2
FGSG_20620	0	0	1	1	0	0	0	1
FGSG_03059	67	63	3	3	1	1	0	1
FGSG_03058	15	15	0	0	0	0	0	0
FGSG_03057	0	0	0	0	0	0	2	2
FGSG_12522	2	1	1	1	0	0	1	1
FGSG_12523	3	3	4	4	0	0	0	0
FGSG_03055	0	0	0	0	0	0	1	1
FGSG_03054	5	5	2	2	0	0	5	5
FGSG_12524	0	0	2	2	0	0	0	0
FGSG_12525	0	0	0	0	0	0	0	0
FGSG_03052	0	0	0	0	0	0	0	0
FGSG_03051	27	22	0	0	0	0	0	0
FGSG_03050	0	0	1	1	2	2	0	0
FGSG_03049	0	0	0	0	0	0	0	0
FGSG_03048	9	9	43	41	2	2	7	7
FGSG_03047	2	2	12	13	0	0	0	0
FGSG_03046	1	1	62	63	5	5	185	187
FGSG_12526	0	0	0	0	0	0	0	0
FGSG_03045	0	0	0	0	0	0	0	0
FGSG_03044	13	13	3	3	0	0	0	0
FGSG_03043	0	0	0	0	0	0	0	0
FGSG_03042	1	1	0	0	0	0	0	0
FGSG_03041	3	3	0	0	0	0	0	0
FGSG_03040	0	0	1	1	0	0	1	1
FGSG_03039	0	0	0	0	0	0	0	0
FGSG_12527	0	0	0	0	0	0	0	0
FGSG_12528	53	53	9	9	0	0	2	2
FGSG_03037	7	7	4	3	0	0	0	0
FGSG_03036	16	16	2	2	2	2	5	5
FGSG_03035	0	0	0	0	0	0	2	1
FGSG_03034	11	11	0	0	2	2	2	2
FGSG_03033	1190	1190	81	82	254	254	26	28
FGSG_03032	188	187	3	2	0	0	2	2
FGSG_03031	3	3	2	2	0	0	2	2
FGSG_03030	0	0	1	1	0	0	3	3
FGSG_12529	35	35	4	5	0	0	0	0
FGSG_12530	88	85	9	6	5	5	3	1
FGSG_03028	9965	9973	617	633	1	1	131	129
FGSG_03027	98	98	36	31	1	1	5	5
FGSG_03026	65	65	15	14	73	74	413	420
FGSG_03025	33	33	2	2	15	15	16	15
FGSG_03024	0	0	0	0	0	0	1	1
FGSG_20621	0	0	0	0	0	0	0	0
FGSG_03023	0	0	0	0	0	0	0	0
FGSG_03022	0	0	0	0	0	0	1	1
FGSG_03021	0	0	0	0	0	0	2	2
FGSG_03020	28	28	1	1	0	0	0	0
FGSG_12531	350	352	23	23	0	0	1	1
FGSG_03019	490	486	29	28	6	6	2	2
FGSG_03018	6	6	5	5	0	0	4	4
FGSG_12532	0	0	0	0	0	0	0	0
FGSG_03017	1997	1994	286	276	75	76	672	683
FGSG_03016	4	4	1	1	0	0	0	0
FGSG_03015	14	15	1	3	3	4	6	7
FGSG_20622	0	0	1	1	0	0	0	0
FGSG_03014	7	10	5	6	0	0	1	1
FGSG_03013	0	0	0	0	0	0	0	0
FGSG_12533	4	4	0	0	0	0	0	0
FGSG_03012	5	5	0	0	0	0	0	0
FGSG_03011	15	15	0	0	0	0	2	2
FGSG_03010	1	1	0	0	0	0	3	3
FGSG_03009	163	163	34	33	1	1	203	200
FGSG_12534	231	231	39	38	0	0	26	26
FGSG_12535	0	0	0	0	0	0	0	0
FGSG_03007	0	0	0	0	1	1	1	1
FGSG_03006	0	0	0	0	0	0	0	0
FGSG_03005	0	1	0	0	0	0	1	1
FGSG_03004	0	0	0	0	0	0	0	0
FGSG_03003	0	0	0	0	0	0	0	0
FGSG_03002	26	26	1	1	0	0	0	0
FGSG_03001	0	0	11	11	0	0	0	0
FGSG_03000	0	0	0	0	0	0	0	0
FGSG_02999	16	16	1	1	0	0	12	12
FGSG_02998	20	20	0	1	0	0	0	0
FGSG_02997	6	6	0	0	0	0	0	0
FGSG_02996	22	21	5	4	0	0	1	1
FGSG_02995	51	52	4	5	1	1	1	1
FGSG_02994	1	1	0	0	0	0	0	0
FGSG_02993	20	20	5	5	0	0	0	0
FGSG_02992	147	146	26	27	0	0	11	11
FGSG_12536	62	62	4	3	0	0	3	3
FGSG_12537	95	94	15	14	3	3	2	2
FGSG_02990	0	0	0	0	0	0	0	0
FGSG_02989	0	0	0	0	0	0	0	0
FGSG_02988	0	0	0	0	0	0	0	0
FGSG_02987	20	20	7	6	0	0	0	0
FGSG_02986	462	461	68	66	22	22	3	3
FGSG_12538	0	0	0	0	0	0	0	0
FGSG_12539	0	0	0	0	0	0	0	0
FGSG_12540	0	0	1	1	0	0	0	0
FGSG_02984	19	19	1	1	0	0	11	11
FGSG_02983	4	4	3	4	0	0	4	4
FGSG_02982	0	0	0	0	0	0	0	0
FGSG_02981	0	0	0	0	0	0	0	0
FGSG_02980	9	9	5	4	0	0	0	0
FGSG_02979	0	0	0	0	0	0	0	0
FGSG_02978	6978	6968	320	309	37	37	94	94
FGSG_02977	0	0	0	0	0	0	1	1
FGSG_20623	0	0	0	0	0	0	0	0
FGSG_02976	19	18	3	3	3	3	2	2
FGSG_02975	111	113	6	6	7	7	4	4
FGSG_12541	141	141	5	5	7	7	6	4
FGSG_02974	9205	9175	545	542	776	774	302	296
FGSG_02973	0	0	0	1	1	1	0	2
FGSG_02972	364	362	54	52	1	1	6	6
FGSG_12542	2	2	0	0	0	0	0	0
FGSG_12543	1	1	1	1	0	0	0	0
FGSG_02970	0	0	0	0	4	4	0	0
FGSG_02969	1081	1083	74	75	9	9	9	12
FGSG_02968	84	86	4	3	40	39	7	7
FGSG_02967	1335	1308	14	15	85	78	62	62
FGSG_02966	237	236	6	6	80	80	14	16
FGSG_02965	0	0	0	0	11	11	2	2
FGSG_02964	1	1	0	0	0	0	0	0
FGSG_02963	0	0	0	0	0	0	1	1
FGSG_02962	0	1	0	0	0	0	0	0
FGSG_02961	19	19	69	68	4	4	34	34
FGSG_02960	27	28	6	5	0	0	1	1
FGSG_02959	5	5	2	2	0	0	0	0
FGSG_02958	8	8	7	5	0	0	0	0
FGSG_02957	0	0	0	0	0	0	0	0
FGSG_12544	0	0	0	0	0	0	0	0
FGSG_12545	0	0	0	0	0	0	0	0
FGSG_20031	0	0	0	0	0	0	5	5
FGSG_02955	27	29	3	4	2	2	0	0
FGSG_02954	0	0	0	0	0	0	0	0
FGSG_02953	18	18	2	2	7	5	1	1
FGSG_02952	836	830	100	98	30	29	40	43
FGSG_12546	137	137	9	9	1	1	10	8
FGSG_12547	121	131	10	9	16	16	0	0
FGSG_12548	153	152	23	19	7	7	33	31
FGSG_02950	69	69	13	12	23	23	97	100
FGSG_02949	73	72	17	17	0	0	5	5
FGSG_02948	558	557	23	22	59	59	3	3
FGSG_02947	8	8	1	1	4	4	0	0
FGSG_12549	57	57	8	8	0	0	1	1
FGSG_12550	4	4	0	0	0	0	0	0
FGSG_02945	0	0	0	0	0	0	0	0
FGSG_02944	36	36	1	1	0	0	0	1
FGSG_02943	2	2	2	2	0	0	3	3
FGSG_02942	201	201	52	50	3	3	3	3
FGSG_02941	21	21	3	3	0	0	1	1
FGSG_12551	0	0	0	0	0	0	0	0
FGSG_12552	6	6	0	0	0	0	1	1
FGSG_02939	49	49	4	4	32	32	12	12
FGSG_02938	41	41	7	7	25	25	6	6
FGSG_02937	44	42	11	10	8	8	17	19
FGSG_20624	0	0	0	0	0	0	2	2
FGSG_02936	40	39	1	1	0	0	0	0
FGSG_02935	0	0	0	0	0	0	0	0
FGSG_12553	0	0	0	1	0	0	0	0
FGSG_20032	0	0	1	1	0	0	2	2
FGSG_02934	2	2	0	0	0	0	3	4
FGSG_02933	44	43	6	4	13	13	4	4
FGSG_02932	8	8	3	3	6	6	7	7
FGSG_02931	31	31	1	1	40	38	14	13
FGSG_02930	613	617	58	58	228	228	80	80
FGSG_02929	510	509	28	28	140	139	62	64
FGSG_02928	0	0	0	0	0	0	3	3
FGSG_02927	0	0	1	1	0	0	3	2
FGSG_02926	908	913	67	71	1193	1192	129	128
FGSG_02925	34584	34512	2846	2804	2715	2708	582	581
FGSG_02924	16	15	2	2	128	127	28	28
FGSG_02923	12	12	6	5	25	26	7	7
FGSG_02922	0	0	2	2	3	3	4	4
FGSG_02921	0	0	0	0	0	0	1	1
FGSG_02920	11	11	5	4	4	4	20	19
FGSG_02919	34	34	5	5	4	4	2	2
FGSG_02918	42	42	1	1	40	40	2	2
FGSG_02917	70	70	4	4	40	40	1	0
FGSG_02916	0	0	0	0	2	2	0	0
FGSG_02915	0	0	0	0	0	0	0	0
FGSG_02914	0	0	0	0	0	0	0	0
FGSG_02913	5	5	5	4	0	0	1	1
FGSG_12554	0	0	0	0	0	0	0	0
FGSG_02911	0	0	0	0	2	2	0	1
FGSG_02910	7	7	1	1	0	0	6	6
FGSG_02909	6	6	6	6	0	0	31	32
FGSG_02908	25	25	4	4	0	0	6	6
FGSG_02907	3201	3337	315	346	8	8	4	4
FGSG_02906	97	97	8	7	2	2	6	6
FGSG_12555	5980	5970	233	230	265	271	147	147
FGSG_02905	1738	1755	110	113	49	50	27	26
FGSG_02904	2	2	0	0	0	0	1	1
FGSG_02903	56	55	18	18	0	0	2	2
FGSG_12556	0	0	0	0	0	0	0	0
FGSG_02902	26	27	10	13	0	0	3	3
