Geneid	control1	control2	control3	control4	necrosis1	necrosis2	necrosis3	necrosis4
FGSG_10362	2692	2688	225	222	118	118	103	102
FGSG_10363	1688	1691	154	159	258	258	706	719
FGSG_10364	38	38	7	8	5	5	28	27
FGSG_10365	4	4	1	1	0	0	7	6
FGSG_10366	147	170	5	13	1	0	19	29
FGSG_10367	874	865	90	89	32	32	62	60
FGSG_10368	12770	12842	297	308	181	178	98	96
FGSG_10369	451	486	43	48	1	1	8	12
FGSG_10370	3	3	0	0	0	0	0	0
FGSG_10371	19	19	0	1	0	0	2	2
FGSG_10372	22	22	7	7	3	3	1	1
FGSG_10373	2930	2921	322	307	86	86	58	52
FGSG_10374	305	305	28	30	67	65	18	19
FGSG_10375	602	594	95	94	33	32	43	43
FGSG_10376	506	494	45	44	41	40	24	24
FGSG_10377	37	37	4	5	0	0	0	0
FGSG_10378	60	59	7	7	1	1	2	1
FGSG_10379	1318	1316	105	103	13	14	6	6
FGSG_10380	887	882	99	87	79	77	19	16
FGSG_20749	0	0	0	0	0	0	0	0
FGSG_10381	828	818	181	187	14	15	20	18
FGSG_20750	0	0	1	2	2	2	1	1
FGSG_10382	4133	4075	605	576	607	606	212	206
FGSG_20751	0	0	0	0	0	0	0	0
FGSG_10383	513	505	104	101	10	10	15	16
FGSG_13749	30	33	1	1	1	1	5	2
FGSG_10384	445	441	68	67	13	13	33	33
FGSG_10385	510	508	49	46	1	1	22	24
FGSG_10386	228	228	68	66	162	161	125	122
FGSG_10387	8182	8157	556	551	608	611	162	162
FGSG_10388	660	647	57	49	25	25	43	37
FGSG_10389	5792	5796	459	445	1215	1214	696	690
FGSG_10390	257	255	28	27	762	761	185	183
FGSG_10391	598	595	78	75	48	49	123	123
FGSG_10392	86	86	14	14	16	16	31	28
FGSG_10393	5	3	0	0	5	5	6	6
FGSG_10394	260	257	41	41	14	14	5	5
FGSG_10395	0	0	0	0	1	1	2	2
FGSG_10396	743	748	51	52	155	155	76	76
FGSG_10397	10	8	0	2	0	0	1	1
FGSG_10398	143	132	12	11	0	0	4	4
FGSG_10399	3	3	0	0	0	0	0	0
FGSG_10400	4	4	1	1	0	0	1	0
FGSG_10401	26	31	1	1	0	0	0	0
FGSG_10402	880	875	175	171	30	30	17	17
FGSG_10403	769	767	59	54	3	3	9	9
FGSG_10404	13	13	1	1	0	0	0	0
FGSG_10405	0	0	0	0	0	0	2	2
FGSG_10406	0	0	0	0	0	0	1	1
FGSG_13750	0	0	1	1	0	0	4	2
FGSG_13751	1	1	8	8	0	0	1	1
FGSG_13752	0	0	1	1	0	0	0	0
FGSG_13753	5	5	3	6	0	0	2	2
FGSG_10407	0	0	2	3	0	0	4	4
FGSG_10408	3	6	3	1	4	4	3	3
FGSG_13754	4	4	1	0	3	3	4	2
FGSG_10410	832	859	53	58	0	0	6	6
FGSG_10411	5	5	2	2	1	1	5	5
FGSG_10412	0	0	0	0	7	7	2	2
FGSG_10413	0	0	0	0	0	0	1	0
FGSG_20752	0	0	0	0	0	0	0	0
FGSG_10414	15	15	1	1	3	3	0	2
FGSG_10415	6	3	0	0	0	0	0	0
FGSG_10416	3	3	2	2	1	1	6	6
FGSG_10417	642	653	39	41	83	84	44	46
FGSG_10418	5361	5342	633	615	280	279	88	87
FGSG_10419	419	417	32	27	3	3	32	30
FGSG_10420	11	11	9	9	0	0	2	2
FGSG_10421	0	0	0	0	0	0	0	0
FGSG_10422	1029	1037	49	49	5	5	2	2
FGSG_10423	100	100	9	9	3	3	0	0
FGSG_10424	253	252	32	30	12	12	24	26
FGSG_10425	1129	1116	62	67	294	289	22	23
FGSG_10426	2816	2818	223	226	455	446	56	57
FGSG_13755	10	10	0	0	9	9	4	4
FGSG_13756	14	13	2	2	4	4	0	0
FGSG_10428	0	0	1	1	0	0	1	1
FGSG_13757	1	1	2	2	0	0	1	1
FGSG_10429	402	393	15	16	5	5	4	4
FGSG_10430	47	41	6	6	0	0	1	1
FGSG_10431	3	3	3	3	2	2	2	2
FGSG_10432	5	5	1	1	0	0	0	0
FGSG_10433	150	151	58	59	310	309	319	324
FGSG_10434	2	2	0	0	2	2	2	1
FGSG_10435	12738	12725	2200	2155	143	143	459	453
FGSG_10436	34	35	4	4	0	0	2	2
FGSG_10437	15	15	7	6	0	0	1	1
FGSG_10438	11	11	4	4	0	0	0	0
FGSG_13758	11	13	1	1	23	23	1	1
FGSG_13759	549	535	35	40	105	108	15	14
FGSG_10440	1589	1545	137	120	116	102	21	20
FGSG_10441	1279	1301	96	94	259	270	47	48
FGSG_10442	3506	3507	216	219	225	223	123	124
FGSG_10443	10460	10409	1448	1427	4312	4293	767	751
FGSG_10444	6306	6295	358	348	3912	3888	507	515
FGSG_10445	5538	5536	828	826	2040	2044	243	245
FGSG_10446	1200	1196	356	347	207	207	25	24
FGSG_10447	1	1	0	0	0	0	2	1
FGSG_10448	0	0	0	0	0	0	0	0
FGSG_10449	0	0	0	0	0	0	0	0
FGSG_13760	0	0	0	0	0	0	0	0
FGSG_10450	24	24	4	5	0	0	2	2
FGSG_10451	80	78	26	24	0	0	1	1
FGSG_13761	2	2	0	0	0	0	0	0
FGSG_13762	0	0	0	0	0	0	0	0
FGSG_10453	0	0	0	0	0	0	0	0
FGSG_10454	0	0	0	0	0	0	0	0
FGSG_10455	5	5	14	12	6	6	23	23
FGSG_10456	0	0	0	0	0	0	0	0
FGSG_10457	0	0	0	0	0	0	0	0
FGSG_10458	0	0	0	0	0	0	0	0
FGSG_10459	0	0	0	0	0	0	0	0
FGSG_10460	0	0	0	0	0	0	0	0
FGSG_10461	0	0	0	0	0	0	0	0
FGSG_10462	0	0	0	0	0	0	0	0
FGSG_10463	0	0	0	0	0	0	0	0
FGSG_10464	10	9	3	3	0	0	2	2
FGSG_10465	37	37	8	9	4	4	1	1
FGSG_10466	81	81	7	7	5	5	10	10
FGSG_10467	41	41	4	4	3	3	4	4
FGSG_10468	83	83	7	8	0	0	0	0
FGSG_10469	10	10	0	0	0	0	1	0
FGSG_10470	0	0	0	0	0	0	0	0
FGSG_10471	0	0	3	3	0	0	0	0
FGSG_10472	122	122	8	6	0	0	0	0
FGSG_10473	0	0	0	0	1	0	0	0
FGSG_13763	0	0	0	0	0	0	0	0
FGSG_10474	2	2	0	0	1	1	0	0
FGSG_10475	0	0	0	0	0	0	0	0
FGSG_10476	0	0	0	0	0	0	0	0
FGSG_13764	0	0	0	0	0	0	0	0
FGSG_10477	19	19	0	1	0	0	1	1
FGSG_10478	0	0	0	0	0	0	0	0
FGSG_13765	0	0	0	0	0	0	0	0
FGSG_13766	15	15	2	2	0	2	0	0
FGSG_13767	0	0	0	0	0	0	0	0
FGSG_10480	24	24	2	2	2	2	0	0
FGSG_10481	105	105	14	13	12	12	1	1
FGSG_10482	438	437	30	29	18	18	2	2
FGSG_10483	940	945	245	245	163	163	29	28
FGSG_13768	12	12	0	2	7	6	1	1
FGSG_13769	5	8	0	1	0	0	2	2
FGSG_13770	7	7	1	2	5	5	2	3
FGSG_10485	5	10	3	2	2	2	4	4
FGSG_13771	5	5	0	0	0	0	2	2
FGSG_10486	2	2	3	3	1	1	6	4
FGSG_10487	0	2	3	3	0	0	4	4
FGSG_10488	1005	1031	316	291	192	223	85	80
FGSG_10489	5	5	0	0	9	8	1	0
FGSG_13772	6	6	4	4	1	1	0	0
FGSG_10490	20	20	6	6	0	0	2	2
FGSG_10491	17	17	5	5	2	2	3	3
FGSG_13773	2	3	1	1	0	0	6	6
FGSG_10492	6	3	1	1	0	0	2	2
FGSG_10493	5	5	1	1	0	0	2	0
FGSG_10494	0	0	1	1	0	0	3	3
FGSG_10495	59	62	26	28	7	7	4	4
FGSG_10496	1489	1480	107	115	578	587	123	138
FGSG_10497	0	0	0	0	0	0	0	0
FGSG_10498	1700	1700	175	175	565	566	89	86
FGSG_13774	2	2	0	0	14	13	8	8
FGSG_10499	376	383	115	112	529	530	193	195
FGSG_10500	24	24	2	2	0	0	1	0
FGSG_13775	5	2	2	2	0	0	2	2
FGSG_10501	0	3	0	0	0	0	0	0
FGSG_10502	302	307	95	92	7	7	11	13
FGSG_10503	844	837	80	81	28	28	13	13
FGSG_13776	1217	1206	190	187	14	13	30	31
FGSG_13777	2	2	0	1	0	0	0	0
FGSG_10504	0	0	0	0	0	0	0	0
FGSG_10505	215	217	20	19	0	0	2	5
FGSG_10506	18	18	22	20	0	0	1	1
FGSG_10507	1006	1004	129	132	0	0	0	0
FGSG_10508	6	6	2	2	0	0	0	0
FGSG_10509	23	23	2	2	0	0	0	0
FGSG_10510	63	63	6	6	0	0	0	0
FGSG_10511	1433	1419	187	184	90	89	39	41
FGSG_10512	854	895	66	71	26	26	8	7
FGSG_20753	3	3	1	2	0	0	0	0
FGSG_10513	407	402	61	54	7	7	30	28
FGSG_10514	349	349	51	55	0	0	3	5
FGSG_10515	109	115	6	6	0	0	12	12
FGSG_13778	0	0	0	0	0	0	3	1
FGSG_10516	632	639	23	25	7	7	6	7
FGSG_10517	13190	13129	345	328	112	111	86	87
FGSG_10518	7	7	2	2	0	0	5	5
FGSG_10519	0	0	0	0	0	0	1	1
FGSG_10520	28	28	5	5	0	0	3	4
FGSG_10521	81	81	26	22	1	1	18	17
FGSG_10522	4955	4942	979	947	75	75	339	338
FGSG_10523	201	202	74	71	27	29	32	33
FGSG_10524	4813	4775	402	397	43	43	47	47
FGSG_13779	41	57	14	18	0	0	0	0
FGSG_10525	73	73	9	6	3	3	6	9
FGSG_10526	751	749	75	74	15	15	1	1
FGSG_10527	206	209	6	6	1	1	0	0
FGSG_10528	1089	1084	120	117	7	7	14	13
FGSG_10529	3560	3537	308	309	15	15	28	25
FGSG_10530	9743	9719	1588	1595	711	710	515	515
FGSG_10531	6202	6148	906	852	42	42	118	120
FGSG_10532	3846	3850	472	464	289	292	125	120
FGSG_20754	1	1	0	0	0	0	0	0
FGSG_10533	276	276	9	8	14	13	9	9
FGSG_10534	4	4	0	0	0	0	0	0
FGSG_10535	16	14	2	2	0	0	1	1
FGSG_10536	1	1	0	0	0	0	0	0
FGSG_10537	56	56	1	1	0	0	5	4
FGSG_10538	94	94	1	1	0	0	9	9
FGSG_10539	1	1	4	4	0	0	3	3
FGSG_10540	216	213	118	116	0	0	36	35
FGSG_13780	2	2	0	0	2	2	0	0
FGSG_13781	14	14	0	0	1	1	0	0
FGSG_10541	0	0	0	0	0	0	0	0
FGSG_10542	2	2	9	9	0	0	71	72
FGSG_13782	2	2	5	5	0	0	98	98
FGSG_10543	18	18	17	17	12	12	435	438
FGSG_13783	13	13	57	58	22	22	1615	1609
FGSG_13784	0	0	0	0	0	0	0	0
FGSG_10545	1	1	2	2	0	0	2	2
FGSG_10546	0	0	0	0	0	0	0	0
FGSG_10547	20	20	3	3	0	0	9	10
FGSG_10548	3	0	5	4	0	0	135	133
FGSG_10549	555	521	139	124	2	2	91	87
FGSG_10550	38	48	15	22	0	0	2	3
FGSG_10551	0	0	0	0	0	0	0	0
FGSG_10552	27	28	4	4	1	1	0	0
FGSG_10553	57	57	19	22	1	1	2	2
FGSG_10554	3	3	10	8	1	1	10	10
FGSG_10555	0	0	0	0	3	3	2	2
FGSG_10556	0	0	0	0	0	0	0	0
FGSG_10557	0	0	0	0	0	0	0	0
FGSG_10558	0	0	1	1	0	0	0	0
FGSG_10559	0	0	0	0	0	0	0	0
FGSG_10560	0	0	0	0	0	0	0	0
FGSG_10561	0	0	5	5	0	0	524	519
FGSG_10562	33	33	3	3	0	0	197	195
FGSG_10563	22	22	2	2	0	0	47	49
FGSG_10564	4	4	19	21	0	0	10	9
FGSG_10565	16	16	23	22	0	0	2	2
FGSG_10566	3	3	8	8	0	0	1	1
FGSG_10567	8	8	8	6	0	0	7	8
FGSG_10568	0	0	0	0	0	0	0	0
FGSG_10569	16	16	1	1	0	0	0	0
FGSG_10570	12	12	3	3	0	0	3	3
FGSG_10571	4	4	1	1	0	0	1	1
FGSG_10572	6	6	3	2	0	0	0	0
FGSG_10573	18	18	3	4	39	39	2	2
FGSG_13787	33	33	3	5	0	0	1	1
FGSG_13788	0	0	0	0	0	0	0	0
FGSG_10575	0	0	2	2	0	0	1	1
FGSG_10576	225	222	16	17	1	1	1	1
FGSG_10577	7	7	0	0	0	0	3	3
FGSG_10578	2	2	0	0	0	0	2	2
FGSG_10579	1	1	0	0	0	0	0	0
FGSG_10580	0	0	0	0	0	0	0	0
FGSG_10581	12	11	1	1	0	0	0	0
FGSG_13789	0	0	0	0	0	0	0	0
FGSG_13790	0	0	0	0	0	0	0	0
FGSG_10582	4	4	0	0	0	0	0	0
FGSG_10583	5	5	1	1	0	0	0	0
FGSG_10584	48	47	6	8	1	1	2	2
FGSG_10585	49	51	35	39	97	101	0	0
FGSG_13791	0	0	0	0	0	0	0	0
FGSG_13792	0	0	0	0	0	0	0	0
FGSG_13793	0	0	0	0	0	0	0	0
FGSG_10587	890	895	58	56	195	194	61	61
FGSG_10588	13	13	5	5	2	1	4	4
FGSG_10589	0	2	1	1	1	1	6	6
FGSG_10591	1	1	0	0	0	0	3	2
FGSG_10592	181	169	3	3	22	21	2	2
FGSG_10593	3139	3138	231	238	598	597	176	180
FGSG_10594	9	9	0	0	1	3	5	4
FGSG_10595	0	0	0	0	0	0	0	0
FGSG_10596	0	0	0	0	0	0	2	2
FGSG_10597	76	75	2	2	8	8	0	0
FGSG_13794	0	0	0	0	0	0	0	0
FGSG_10598	3806	3794	130	132	790	789	40	38
FGSG_10599	59	60	3	3	0	0	0	0
FGSG_10600	3	3	0	0	3	3	8	8
FGSG_10601	0	0	0	0	0	0	9	9
FGSG_10602	7	7	0	0	3	3	2	2
FGSG_10603	744	742	231	218	10	10	144	143
FGSG_13795	0	0	1	1	0	0	0	0
FGSG_20065	5	5	0	0	0	0	7	7
FGSG_10604	0	0	0	0	0	0	0	0
FGSG_10605	0	0	0	0	0	0	1	1
FGSG_10606	2	2	0	0	0	0	0	0
FGSG_10607	0	0	0	0	0	0	0	0
FGSG_10608	20	20	12	11	0	0	6	6
FGSG_10609	15	15	7	7	0	0	11	11
FGSG_13796	2	2	1	1	0	0	3	3
FGSG_13797	0	0	0	0	0	0	3	3
FGSG_10611	2	2	1	1	0	0	1	1
FGSG_10612	0	0	0	0	1	1	0	0
FGSG_10613	6	1	1	0	2	3	0	0
FGSG_10614	0	0	0	0	0	0	0	0
FGSG_10615	17	17	2	2	0	0	0	0
FGSG_10616	201	204	11	12	0	0	3	3
FGSG_10617	146	146	2	2	21	21	2	2
FGSG_10618	0	0	0	0	1	1	0	0
FGSG_10619	0	0	0	0	0	0	0	0
FGSG_10620	5	5	0	1	0	0	0	0
FGSG_10621	70	70	17	16	0	0	2	2
FGSG_10622	1	1	0	0	0	0	0	0
FGSG_10623	18	21	49	49	0	0	3	3
FGSG_10624	51	51	10	11	0	0	0	0
FGSG_10625	0	0	0	0	0	0	0	0
FGSG_10626	3	3	1	1	0	0	0	0
FGSG_10627	45	50	8	9	0	0	0	0
FGSG_10628	0	0	2	2	0	0	0	0
FGSG_13798	4	4	0	0	0	0	0	0
FGSG_10629	5	5	0	0	0	0	0	0
FGSG_10630	708	791	55	63	0	0	3	3
FGSG_10631	1	1	0	0	0	0	0	0
FGSG_10632	98	98	10	11	0	0	6	5
FGSG_10633	1	1	0	0	0	0	0	0
FGSG_10634	0	0	0	0	0	0	0	0
FGSG_10635	0	0	0	0	0	0	0	0
FGSG_10636	42	41	26	27	1	1	1	1
FGSG_13799	28	28	6	6	0	0	0	0
FGSG_13800	4	4	1	1	0	0	0	0
FGSG_10638	12	12	0	0	0	0	0	0
FGSG_10639	33	33	8	8	0	0	2	2
FGSG_10641	0	0	0	0	0	0	0	0
FGSG_10642	5	5	0	0	0	0	0	0
FGSG_10643	0	0	0	0	0	0	0	0
FGSG_10644	0	0	1	0	0	0	0	0
FGSG_13801	0	0	0	0	0	0	0	0
FGSG_13802	0	0	0	0	0	0	0	0
FGSG_10646	5	5	0	0	0	0	0	0
FGSG_10647	32	32	2	3	0	0	0	0
FGSG_10648	0	0	0	0	0	0	0	0
FGSG_10649	0	0	0	0	0	0	0	0
FGSG_13803	3	3	1	1	0	0	1	0
FGSG_10651	0	0	0	0	0	0	0	0
FGSG_10652	0	0	0	0	0	0	0	0
FGSG_10653	3	3	0	0	0	0	0	0
FGSG_13804	2	2	0	0	0	0	0	0
FGSG_10654	12	12	3	3	0	0	1	1
FGSG_10655	0	0	0	0	0	0	0	0
FGSG_10656	0	0	0	0	0	0	0	0
FGSG_10657	2	2	3	1	0	0	5	2
FGSG_10658	6	10	1	2	0	0	0	0
FGSG_10659	46	45	5	4	0	0	24	26
FGSG_10660	133	130	30	25	1	1	5	5
FGSG_10661	27	27	2	1	6	6	2	2
FGSG_13805	48	48	3	3	0	0	0	0
FGSG_13806	1	1	0	0	0	0	0	0
FGSG_10663	0	0	0	0	0	0	0	0
FGSG_10664	0	0	0	0	0	0	0	0
FGSG_10665	16	16	3	6	0	0	4	4
FGSG_10666	101	100	15	15	16	16	3	3
FGSG_10667	1	1	0	0	0	0	0	0
FGSG_10668	71	69	4	5	1	1	7	7
FGSG_10669	1155	1151	93	95	1	1	5	5
FGSG_10670	0	0	0	0	0	0	0	0
FGSG_10671	54	54	1	1	0	0	4	3
FGSG_10672	69	68	2	2	2	2	20	20
FGSG_10673	60	60	2	2	0	0	24	25
FGSG_10674	146	147	12	11	0	0	3	3
FGSG_10675	10	10	1	1	0	0	3	3
FGSG_10676	1087	1089	234	239	0	0	24	27
FGSG_10677	655	649	67	65	1	1	42	44
FGSG_10678	26	26	10	6	2	2	1	1
FGSG_10679	2	2	1	1	0	0	0	0
FGSG_10680	0	0	0	0	0	0	0	0
FGSG_13807	0	0	0	0	0	0	0	0
FGSG_13808	0	0	0	0	0	0	0	0
FGSG_10682	4	4	0	1	0	0	0	0
FGSG_10683	2	2	0	0	1	1	0	0
FGSG_10684	54	54	5	5	14	14	14	13
FGSG_10685	2	2	4	4	0	0	2	2
FGSG_10686	0	0	0	0	0	0	0	0
FGSG_10687	10564	10554	2538	2516	131	131	518	519
FGSG_10688	222	224	16	15	12	12	3	3
FGSG_10689	0	0	0	0	0	0	0	0
FGSG_10690	0	0	0	0	0	0	0	0
FGSG_10691	11	11	0	0	0	0	0	0
FGSG_10692	20	20	3	3	6	6	0	0
FGSG_10693	34	34	20	18	6	6	0	0
FGSG_10694	0	0	0	0	0	0	0	0
FGSG_10695	7	7	0	0	3	3	4	4
FGSG_10696	11	11	3	2	0	0	0	0
FGSG_10697	0	0	0	0	0	0	0	0
FGSG_10698	0	0	0	0	0	0	0	0
FGSG_13809	0	0	0	0	0	0	0	0
FGSG_13810	0	0	0	0	0	0	0	0
FGSG_10700	0	0	0	0	0	0	0	0
FGSG_10701	0	0	0	0	0	0	0	0
FGSG_10702	0	0	0	0	0	0	0	0
FGSG_13812	0	0	0	0	0	0	0	0
FGSG_13813	0	0	0	0	0	0	0	0
FGSG_13814	0	0	0	0	0	0	0	0
FGSG_10706	55	55	12	12	4	4	7	7
FGSG_10707	44	43	8	8	0	0	2	1
FGSG_13815	1	1	0	0	0	0	0	0
FGSG_10708	1	1	3	3	0	0	1	1
FGSG_13816	0	0	0	0	0	0	0	0
FGSG_10709	0	0	0	0	0	0	0	0
FGSG_10710	0	0	0	0	0	0	0	0
FGSG_10711	0	0	0	0	0	0	0	0
FGSG_10712	10	13	4	4	0	0	1	1
FGSG_10713	0	0	0	0	0	0	0	0
FGSG_13817	3	3	0	0	0	0	0	0
FGSG_13818	0	0	0	0	0	0	0	0
FGSG_13819	0	0	0	0	0	0	0	0
FGSG_10714	0	0	0	0	0	0	0	0
FGSG_10715	3	3	0	0	0	0	0	0
FGSG_13820	0	0	0	0	0	0	0	0
FGSG_13821	0	0	0	0	0	0	0	0
FGSG_13822	0	0	0	0	0	0	0	0
FGSG_14031	716	717	50	53	251	252	50	47
FGSG_13260	0	0	0	0	0	0	0	0
FGSG_11592	4	4	0	1	1	1	5	5
FGSG_20044	1	1	0	0	0	0	3	3
FGSG_13261	4	4	1	1	0	0	0	0
FGSG_11590	228	233	34	34	0	0	13	13
FGSG_11610	2710	2652	384	357	25	25	198	197
FGSG_11609	114	117	52	53	1	1	14	13
FGSG_11616	1596	1545	200	198	371	365	67	62
FGSG_11615	409	413	57	60	127	133	26	27
FGSG_08950	38	47	2	3	1	1	0	0
FGSG_08949	2399	2387	136	139	25	25	15	13
FGSG_08948	1143	1149	156	153	39	39	99	98
FGSG_08947	133	133	13	14	5	5	7	7
FGSG_08946	57	57	22	22	2	2	429	429
FGSG_08945	520	518	78	74	7	7	16	15
FGSG_20692	0	2	1	1	0	0	0	0
FGSG_08944	502	507	57	51	0	0	6	7
FGSG_08943	317	315	31	31	9	9	3	4
FGSG_08942	222	222	19	19	0	0	3	3
FGSG_08941	314	322	27	27	12	12	24	24
FGSG_08940	1320	1324	112	117	5	5	8	8
FGSG_08939	1311	1328	165	168	67	70	43	39
FGSG_13262	7	7	2	2	2	2	0	0
FGSG_13263	0	0	0	0	0	0	0	0
FGSG_08937	227	225	46	43	1	1	16	15
FGSG_08936	2160	2181	340	322	93	93	77	79
FGSG_08935	2729	2715	573	554	29	29	103	102
FGSG_08934	107	105	11	10	5	5	5	5
FGSG_08933	722	721	73	79	2	2	3	3
FGSG_08932	718	750	69	63	15	17	18	22
FGSG_08931	1101	1111	53	58	9	10	3	2
FGSG_08930	1481	1451	100	99	127	128	56	53
FGSG_08929	2201	2139	115	108	65	62	13	14
FGSG_08928	1432	1442	213	206	19	19	25	24
FGSG_13264	216	215	36	28	5	2	2	2
FGSG_08927	547	557	58	55	2	2	5	4
FGSG_08926	1715	1696	167	171	41	41	32	30
FGSG_08925	2061	2128	120	126	33	34	14	14
FGSG_13265	219	203	14	8	7	6	6	6
FGSG_08924	5935	5883	390	373	511	491	73	72
FGSG_13266	46	46	5	8	4	3	12	11
FGSG_13267	5	5	1	1	2	2	6	6
FGSG_13268	3	3	1	1	0	0	1	1
FGSG_08923	1207	1177	53	52	14	14	14	15
FGSG_08922	2570	2532	66	66	873	858	48	46
FGSG_08921	153	139	18	17	1	1	2	2
FGSG_08920	2331	2305	166	157	71	71	101	93
FGSG_08919	750	775	55	63	6	7	40	40
FGSG_08918	4	4	4	4	4	4	0	0
FGSG_08917	312	303	44	39	1	1	11	11
FGSG_13269	1	1	0	0	0	0	0	0
FGSG_08916	1525	1495	228	228	5	5	18	18
FGSG_08915	961	955	62	63	10	10	4	4
FGSG_20045	1	1	0	0	0	0	4	5
FGSG_08914	163	166	41	40	5	4	16	15
FGSG_13270	26	27	3	3	1	1	14	13
FGSG_08913	1258	1241	171	172	153	148	51	53
FGSG_08912	6	6	2	1	13	13	9	8
FGSG_08911	403	398	86	83	7	7	10	10
FGSG_08910	2887	2905	466	446	34	31	57	57
FGSG_11630	22	22	4	4	0	0	1	2
FGSG_11629	169	170	13	14	1	1	11	11
FGSG_08909	22	21	3	3	0	0	4	5
FGSG_08908	18	15	1	1	0	0	2	2
FGSG_08907	169	170	13	13	3	3	6	5
FGSG_08906	2624	2587	455	443	50	50	39	39
FGSG_13271	15	13	0	1	0	0	2	2
FGSG_08905	1650	1657	283	279	8	8	28	28
FGSG_08904	3847	3837	1058	1050	361	357	233	239
FGSG_13272	107	110	35	35	13	13	9	10
FGSG_08903	59	59	3	3	0	0	5	5
FGSG_08902	12	12	0	0	0	0	1	1
FGSG_08901	495	496	19	18	24	24	10	10
FGSG_08900	1053	1058	91	92	17	17	8	7
FGSG_08899	485	497	44	49	37	39	22	24
FGSG_08898	62	62	25	26	4	4	5	5
FGSG_08897	975	973	49	51	7	7	4	4
FGSG_08896	9156	9169	543	545	230	230	236	241
FGSG_08895	12238	12204	423	412	116	116	53	53
FGSG_13273	2574	2572	214	208	81	79	64	62
FGSG_08894	2	2	1	1	0	0	0	0
FGSG_08893	22	22	5	5	3	3	0	1
FGSG_08892	29	31	4	4	1	1	1	1
FGSG_08891	0	0	0	0	0	0	1	1
FGSG_08890	0	0	0	0	0	0	0	0
FGSG_08889	89	92	14	11	0	0	0	0
FGSG_08888	5627	5617	407	401	242	242	177	170
FGSG_08887	95	97	20	22	2	2	3	3
FGSG_08886	487	473	56	47	8	8	0	0
FGSG_08885	1159	1159	124	120	39	44	13	13
FGSG_08884	1128	1146	77	81	388	389	75	75
FGSG_13274	28	28	7	4	1	1	4	4
FGSG_13275	7	7	2	2	1	1	4	5
FGSG_08882	974	962	27	26	2	2	8	9
FGSG_08881	236	235	42	40	26	26	9	8
FGSG_08880	10009	10867	389	433	203	224	125	153
FGSG_08879	539	542	32	30	5	5	10	11
FGSG_08878	224	222	15	17	3	3	34	34
FGSG_08877	70	71	6	6	4	4	19	19
FGSG_08876	2779	2785	352	351	402	409	117	114
FGSG_08875	1310	1299	230	227	35	33	48	46
FGSG_08874	1251	1239	174	167	58	58	93	91
FGSG_08873	1983	2012	153	159	76	77	32	31
FGSG_08872	1226	1221	121	123	69	70	24	25
FGSG_08871	769	769	90	91	14	14	13	14
FGSG_13276	1655	1633	127	137	21	21	6	6
FGSG_13277	279	322	8	7	29	31	3	3
FGSG_13278	424	416	5	4	27	26	2	2
FGSG_08869	5	5	4	4	0	0	2	2
FGSG_13279	0	0	1	1	0	0	0	0
FGSG_13280	447	434	61	61	1	1	3	5
FGSG_13281	929	939	39	36	35	33	25	26
FGSG_13282	1092	1091	145	148	5	5	9	9
FGSG_08866	355	377	17	20	2	2	0	0
FGSG_08865	1266	1262	196	199	64	67	81	82
FGSG_08864	1289	1379	75	90	286	304	32	34
FGSG_08863	361	366	31	33	8	8	8	9
FGSG_08862	166	169	11	10	0	0	8	8
FGSG_08861	15	15	7	5	0	0	1	1
FGSG_08860	1135	1142	87	89	3	3	13	11
FGSG_08859	432	402	53	50	4	4	4	4
FGSG_08858	17	17	1	1	0	0	0	0
FGSG_20693	0	0	0	1	0	0	0	0
FGSG_08857	710	715	86	85	9	9	15	17
FGSG_08856	598	609	37	38	21	21	1	0
FGSG_08855	0	0	1	0	0	0	0	0
FGSG_08854	22	26	1	1	0	0	0	0
FGSG_08853	0	0	0	0	0	0	1	1
FGSG_08852	2136	2148	106	103	6	6	6	5
FGSG_08851	5559	5545	426	413	102	102	846	847
FGSG_08850	4031	4023	267	262	273	274	39	39
FGSG_08849	491	490	32	31	14	14	2	2
FGSG_08848	3	3	3	3	2	2	2	2
FGSG_08847	454	452	11	11	76	76	2	2
FGSG_08846	846	841	33	30	44	44	12	11
FGSG_08845	532	531	47	50	6	6	4	4
FGSG_08844	114	114	34	31	2	2	560	560
FGSG_08843	2090	2088	172	168	149	148	21	20
FGSG_08842	2667	2576	138	117	691	672	93	92
FGSG_08841	897	898	43	44	274	276	15	15
FGSG_08840	3750	3744	345	340	706	709	41	42
FGSG_13283	0	0	1	0	0	0	0	0
FGSG_13284	0	0	0	0	0	0	0	0
FGSG_08838	0	0	0	0	0	0	0	0
FGSG_08837	0	0	0	0	0	0	0	0
FGSG_08836	0	0	0	0	0	0	0	0
FGSG_20694	0	0	0	0	0	0	0	0
FGSG_13285	0	0	0	0	0	0	0	0
FGSG_08835	0	0	2	2	0	0	0	0
FGSG_08834	21	21	2	2	0	0	2	4
FGSG_08833	35	35	3	3	0	0	1	1
FGSG_08832	0	0	0	0	0	0	0	0
FGSG_08831	316	313	36	35	11	11	5	5
FGSG_08830	52	52	20	19	0	0	3	3
FGSG_08829	29	29	13	14	0	0	2	2
FGSG_08828	6	6	2	2	0	0	4	4
FGSG_08827	5	5	1	1	0	0	0	0
FGSG_08826	45	45	21	21	0	0	2	2
FGSG_08825	516	515	30	29	50	50	7	7
FGSG_08824	39	39	1	1	0	0	0	0
FGSG_08823	0	0	3	3	0	0	0	0
